Urdu Word,English Translation,Description,Tokenized Urdu Word,Character Length,Level
ناقابل استعمال,unsurpassable,not to be exceeded,ن ا ق ا ب ل   ا س ت ع م ا ل,14,Hard
سامنا کرنا پڑا,faced,having a face or facing especially of a specified kind or number; often used in combination,س ا م ن ا   ک ر ن ا   پ ڑ ا,14,Hard
کواڈری پارٹائٹ,quadripartite,involving four parties,ک و ا ڈ ر ی   پ ا ر ٹ ا ئ ٹ,14,Hard
سرخ بالوں والی,redheaded,having red hair and usually fair skin,س ر خ   ب ا ل و ں   و ا ل ی,14,Hard
خون بہہ رہا ہے,bloodsucking,drawing blood from the body of another,خ و ن   ب ہ ہ   ر ہ ا   ہ ے,14,Hard
اوپری-لور کلاس,upper-lower-class,occupying the upper part of the lower class,ا و پ ر ی - ل و ر   ک ل ا س,14,Hard
اوپری مڈل کلاس,upper-middle-class,occupying the upper part of the middle socioeconomic range in a society,ا و پ ر ی   م ڈ ل   ک ل ا س,14,Hard
نگہداشت کے لئے,cared-for,having needed care and attention,ن گ ہ د ا ش ت   ک ے   ل ئ ے,14,Hard
پودوں کا کھانا,plant-eating,(of animals) feeding on plants,پ و د و ں   ک ا   ک ھ ا ن ا,14,Hard
سب کو ختم کرنا,all-devouring,(of animals) both plant-eating and flesh-eating,س ب   ک و   خ ت م   ک ر ن ا,14,Hard
بیلناکار تیممڈ,cylindrical-stemmed,having a cylindrical stem,ب ی ل ن ا ک ا ر   ت ی م م ڈ,14,Hard
محتاط انداز سے,gingerly,with extreme care or delicacy; ; - W.S.White,م ح ت ا ط   ا ن د ا ز   س ے,14,Hard
زیادہ سے زیادہ,overcautious,unnecessarily cautious,ز ی ا د ہ   س ے   ز ی ا د ہ,14,Hard
بغیر کسی ترمیم,unamended,(of legislation) not amended,ب غ ی ر   ک س ی   ت ر م ی م,14,Hard
الزام عائد کیا,charged,of a particle or body or system; having a net amount of positive or negative electric charge,ا ل ز ا م   ع ا ئ د   ک ی ا,14,Hard
شاہ بلوط براؤن,chestnut-brown,(of hair or feathers) of brown tinged with chestnut,ش ا ہ   ب ل و ط   ب ر ا ؤ ن,14,Hard
بھوری رنگ بلیو,grey-blue,of blue tinged with grey,ب ھ و ر ی   ر ن گ   ب ل ی و,14,Hard
زنگ آلود براؤن,rusty-brown,of something having the brown color of rust,ز ن گ   آ ل و د   ب ر ا ؤ ن,14,Hard
سیاہ بھوری رنگ,black-grey,of dark grey,س ی ا ہ   ب ھ و ر ی   ر ن گ,14,Hard
کارٹون-نشے میں,punch-drunk,dazed from or as if from repeated blows,ک ا ر ٹ و ن - ن ش ے   م ی ں,14,Hard
زیادہ سے زیادہ,overdressed,dressed too elaborately,ز ی ا د ہ   س ے   ز ی ا د ہ,14,Hard
معمول کے مطابق,usual,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure,م ع م و ل   ک ے   م ط ا ب ق,14,Hard
وسیع پیمانے پر,expansive,friendly and open and willing to talk,و س ی ع   پ ی م ا ن ے   پ ر,14,Hard
لمبی زندگی جیو,livelong,(of time) constituting the full extent or duration,ل م ب ی   ز ن د گ ی   ج ی و,14,Hard
کاؤنٹی بھر میں,countywide,occurring or extending throughout a county,ک ا ؤ ن ٹ ی   ب ھ ر   م ی ں,14,Hard
غیر استعمال شدہ,unabused,not physically abused; treated properly,غ ی ر   ا س ت ع م ا ل   ش د ہ,15,Hard
غیر استعمال شدہ,unaccustomed,not habituated to; unfamiliar with,غ ی ر   ا س ت ع م ا ل   ش د ہ,15,Hard
غیر استعمال شدہ,unused,infrequently exposed to,غ ی ر   ا س ت ع م ا ل   ش د ہ,15,Hard
اب بھی پیدا ہوا,stillborn,(of newborn infant) showing no signs of life at birth; not liveborn,ا ب   ب ھ ی   پ ی د ا   ہ و ا,15,Hard
تعمیری میٹابولک,constructive-metabolic,of or relating to anabolism,ت ع م ی ر ی   م ی ٹ ا ب و ل ک,15,Hard
چاندی کے اسکیلڈ,silver-scaled,having the body covered or partially covered with silver-colored scales,چ ا ن د ی   ک ے   ا س ک ی ل ڈ,15,Hard
خریداری کے قابل,purchasable,available for purchase,خ ر ی د ا ر ی   ک ے   ق ا ب ل,15,Hard
سخت حمایت یافتہ,stiff-backed,having a stiff back,س خ ت   ح م ا ی ت   ی ا ف ت ہ,15,Hard
موٹے بالوں والے,coarse-haired,having coarse hair or fur,م و ٹ ے   ب ا ل و ں   و ا ل ے,15,Hard
سیاہ بالوں والی,dark-haired,covered with dark hair,س ی ا ہ   ب ا ل و ں   و ا ل ی,15,Hard
لمبے بالوں والے,long-haired,with long hair,ل م ب ے   ب ا ل و ں   و ا ل ے,15,Hard
سانپ بالوں والی,snake-haired,(of monsters) having snakes for hair,س ا ن پ   ب ا ل و ں   و ا ل ی,15,Hard
موٹی بالوں والی,thick-haired,having thick hair,م و ٹ ی   ب ا ل و ں   و ا ل ی,15,Hard
خون سے بھرا ہوا,blood-filled,containing blood,خ و ن   س ے   ب ھ ر ا   ہ و ا,15,Hard
کمزور تغیر پذیر,weak-stemmed,having a weak stem,ک م ز و ر   ت غ ی ر   پ ذ ی ر,15,Hard
پیلے رنگ کے رنگ,yellow-tinged,of a color tinged with yellow,پ ی ل ے   ر ن گ   ک ے   ر ن گ,15,Hard
غیر جانبدار رنگ,neutral-colored,having a color that does not attract attention,غ ی ر   ج ا ن ب د ا ر   ر ن گ,15,Hard
خراب ذہنیت والا,dirty-minded,having lewd thoughts,خ ر ا ب   ذ ہ ن ی ت   و ا ل ا,15,Hard
بنٹو بولنے والا,Bantu-speaking,able to communicate in Bantu,ب ن ٹ و   ب و ل ن ے   و ا ل ا,15,Hard
گیلک بولنے والا,Gaelic-speaking,able to communicate in Gaelic,گ ی ل ک   ب و ل ن ے   و ا ل ا,15,Hard
جرمن بولنے والا,German-speaking,able to communicate in German,ج ر م ن   ب و ل ن ے   و ا ل ا,15,Hard
کشتی کے سائز کا,boat-shaped,having a concave shape like a boat,ک ش ت ی   ک ے   س ا ئ ز   ک ا,15,Hard
تباہ کن میٹابولک,destructive-metabolic,of or relating to catabolism,ت ب ا ہ   ک ن   م ی ٹ ا ب و ل ک,16,Bonus
منہ میں پانی آنا,mouth-watering,pleasing to the sense of taste,م ن ہ   م ی ں   پ ا ن ی   آ ن ا,16,Bonus
ہتھیاروں کے بغیر,weaponless,without a weapon,ہ ت ھ ی ا ر و ں   ک ے   ب غ ی ر,16,Bonus
مشاہدہ کرنے والا,observant,paying close attention especially to details,م ش ا ہ د ہ   ک ر ن ے   و ا ل ا,16,Bonus
خود حوصلہ افزائی,self-induced,brought about by yourself,خ و د   ح و ص ل ہ   ا ف ز ا ئ ی,16,Bonus
خود سے چلنے والا,self-winding,designed so that manual winding is unnecessary,خ و د   س ے   چ ل ن ے   و ا ل ا,16,Bonus
اعلی حمایت یافتہ,high-backed,having a high back,ا ع ل ی   ح م ا ی ت   ی ا ف ت ہ,16,Bonus
مختصر بالوں والی,short-haired,with short hair,م خ ت ص ر   ب ا ل و ں   و ا ل ی,16,Bonus
ریشمی بالوں والی,silky-haired,having hair that resembles silk,ر ی ش م ی   ب ا ل و ں   و ا ل ی,16,Bonus
ہموار بالوں والی,smooth-haired,having hair that feels smooth,ہ م و ا ر   ب ا ل و ں   و ا ل ی,16,Bonus
ٹھیک نظر آرہا ہے,fine-looking,pleasing in appearance especially by reason of conformity to ideals of form and proportion; ; ; ; - Thackeray; - Lillian Hellman,ٹ ھ ی ک   ن ظ ر   آ ر ہ ا   ہ ے,16,Bonus
غیرمعمولی طور پر,unlovely,without beauty or charm,غ ی ر م ع م و ل ی   ط و ر   پ ر,16,Bonus
بیڈی آنکھوں والا,beady-eyed,having eyes that gleam with malice,ب ی ڈ ی   آ ن ک ھ و ں   و ا ل ا,16,Bonus
روک تھام کے قابل,preventable,capable of being prevented; - A.L.Guerard,ر و ک   ت ھ ا م   ک ے   ق ا ب ل,16,Bonus
کوئی تبدیلی نہیں,unchanged,not made or become different,ک و ئ ی   ت ب د ی ل ی   ن ہ ی ں,16,Bonus
قریب سے پکڑا ہوا,closely-held,owned by a relatively few shareholders,ق ر ی ب   س ے   پ ک ڑ ا   ہ و ا,16,Bonus
سنہری مائل بھورا,golden-brown,of brown tinged with gold,س ن ہ ر ی   م ا ئ ل   ب ھ و ر ا,16,Bonus
جامنی رنگ کے سبز,purple-green,of green tinged with purple,ج ا م ن ی   ر ن گ   ک ے   س ب ز,16,Bonus
جامنی رنگ کے رنگ,purple-tinged,of a color tinged with purple,ج ا م ن ی   ر ن گ   ک ے   ر ن گ,16,Bonus
سرخ رنگ کا گلابی,reddish-pink,of a pink color that is close to red,س ر خ   ر ن گ   ک ا   گ ل ا ب ی,16,Bonus
سرخ رنگ کے گلابی,scarlet-pink,of pink tinged with scarlet,س ر خ   ر ن گ   ک ے   گ ل ا ب ی,16,Bonus
پیلے رنگ کا سفید,yellow-white,of a white tinged with yellow,پ ی ل ے   ر ن گ   ک ا   س ف ی د,16,Bonus
صاف کرنے کے قابل,cleanable,capable of being cleaned,ص ا ف   ک ر ن ے   ک ے   ق ا ب ل,16,Bonus
نرم مزاج - رحمدل,lenient,characterized by tolerance and mercy,ن ر م   م ز ا ج   -   ر ح م د ل,16,Bonus
تجارتی بنایا گیا,commercialized,organized principally for financial gain,ت ج ا ر ت ی   ب ن ا ی ا   گ ی ا,16,Bonus
فلیمش بولنے والا,Flemish-speaking,able to communicate in Flemish,ف ل ی م ش   ب و ل ن ے   و ا ل ا,16,Bonus
کناڈا بولنے والا,Kannada-speaking,able to communicate in Kannada,ک ن ا ڈ ا   ب و ل ن ے   و ا ل ا,16,Bonus
غیر ورک مین لائک,unworkmanlike,not characteristic of or suitable for a good workman,غ ی ر   و ر ک   م ی ن   ل ا ئ ک,16,Bonus
کٹوری کے سائز کا,bowl-shaped,having a concave shape with an open top like a bowl,ک ٹ و ر ی   ک ے   س ا ئ ز   ک ا,16,Bonus
گھنٹی کے سائز کا,bell-shaped,having a convex shape that resembles a bell,گ ھ ن ٹ ی   ک ے   س ا ئ ز   ک ا,16,Bonus
غیر کومنے کے قابل,un-come-at-able,difficult to reach or attain,غ ی ر   ک و م ن ے   ک ے   ق ا ب ل,17,Bonus
آپ نفی کر رہے ہیں,unengaged,not promised in marriage,آ پ   ن ف ی   ک ر   ر ہ ے   ہ ی ں,17,Bonus
ہاتھ سے چلنے والا,hand-operated,operated by hand,ہ ا ت ھ   س ے   چ ل ن ے   و ا ل ا,17,Bonus
حاصل کرنے کے قابل,acquirable,capable of being acquired,ح ا ص ل   ک ر ن ے   ک ے   ق ا ب ل,17,Bonus
سیدھے حمایت یافتہ,straight-backed,having a straight back,س ی د ھ ے   ح م ا ی ت   ی ا ف ت ہ,17,Bonus
گھاس سے ڈھکے ہوئے,grass-covered,covered with grass,گ ھ ا س   س ے   ڈ ھ ک ے   ہ و ئ ے,17,Bonus
چمقدار بالوں والی,glossy-haired,having glossy hair,چ م ق د ا ر   ب ا ل و ں   و ا ل ی,17,Bonus
کھردری بالوں والی,rough-haired,having hair that feels rough,ک ھ ر د ر ی   ب ا ل و ں   و ا ل ی,17,Bonus
غیر متزلزلبائنورل,unimodal,having a single mode,غ ی ر   م ت ز ل ز ل ب ا ئ ن و ر ل,17,Bonus
اچھی طرح سے پابند,well-bound,(of books) having a sturdy and attractive binding,ا چ ھ ی   ط ر ح   س ے   پ ا ب ن د,17,Bonus
سومبرپولیچروومیٹک,somber,grave or even gloomy in character,س و م ب ر پ و ل ی چ ر و و م ی ٹ ک,17,Bonus
نیلے رنگ کے جامنی,blue-purple,of purple tinged with blue,ن ی ل ے   ر ن گ   ک ے   ج ا م ن ی,17,Bonus
بھوری رنگ کا ارلہ,brown-purple,of dark purple tinted with brown,ب ھ و ر ی   ر ن گ   ک ا   ا ر ل ہ,17,Bonus
جامنی رنگ کا سیاہ,purple-black,of black tinged with purple,ج ا م ن ی   ر ن گ   ک ا   س ی ا ہ,17,Bonus
جامنی رنگ کے پھول,purple-flowered,having purple flowers,ج ا م ن ی   ر ن گ   ک ے   پ ھ و ل,17,Bonus
قریب سے روکے ہوئے,close-hauled,having the sails trimmed for sailing as close to the wind as possible,ق ر ی ب   س ے   ر و ک ے   ہ و ئ ے,17,Bonus
اطالوی بولنے والا,Italian-speaking,able to communicate in Italian,ا ط ا ل و ی   ب و ل ن ے   و ا ل ا,17,Bonus
جاپانی بولنے والا,Japanese-speaking,able to communicate in Japanese,ج ا پ ا ن ی   ب و ل ن ے   و ا ل ا,17,Bonus
لیونین بولنے والا,Livonian-speaking,able to communicate in Livonian,ل ی و ن ی ن   ب و ل ن ے   و ا ل ا,17,Bonus
تیزاب سے محبت کرنا,acid-loving,thriving in a relatively acidic environment (especially of plants requiring a pH well below 7),ت ی ز ا ب   س ے   م ح ب ت   ک ر ن ا,18,Bonus
دہشت گردی سے دوچار,terror-stricken,struck or filled with terror,د ہ ش ت   گ ر د ی   س ے   د و چ ا ر,18,Bonus
ہڈیوں سے ڈھکے ہوئے,bone-covered,(of animals) armored with bone,ہ ڈ ی و ں   س ے   ڈ ھ ک ے   ہ و ئ ے,18,Bonus
سراغ لگانے کے قابل,traceable,able to be traced to,س ر ا غ   ل گ ا ن ے   ک ے   ق ا ب ل,18,Bonus
خوفناکاینٹومو فیلس,terrific,causing extreme terror,خ و ف ن ا ک ا ی ن ٹ و م و   ف ی ل س,18,Bonus
آرام دہ اور پرسکون,casual,hasty and without attention to detail; not thorough,آ ر ا م   د ہ   ا و ر   پ ر س ک و ن,18,Bonus
پیلے رنگ کا اورینج,yellow-orange,of orange tinged with yellow,پ ی ل ے   ر ن گ   ک ا   ا و ر ی ن ج,18,Bonus
چاندی کا بھوری رنگ,silver-grey,of grey resembling silver,چ ا ن د ی   ک ا   ب ھ و ر ی   ر ن گ,18,Bonus
پیلے رنگ بھوری رنگ,yellow-grey,of grey tinged with yellow,پ ی ل ے   ر ن گ   ب ھ و ر ی   ر ن گ,18,Bonus
آرام دہ اور پرسکون,comfortable,providing or experiencing physical well-being or relief (`comfy' is informal),آ ر ا م   د ہ   ا و ر   پ ر س ک و ن,18,Bonus
روز بروز بڑھتی ہوئی,rampant,(of a plant) having a lush and unchecked growth,ر و ز   ب ر و ز   ب ڑ ھ ت ی   ہ و ئ ی,19,Bonus
ایک بات پر جمے رہنا,stick-on,of something (a paper label or postage stamp) gummed in advance,ا ی ک   ب ا ت   پ ر   ج م ے   ر ہ ن ا,19,Bonus
چاندی کے بالوں والی,silver-haired,having hair the color of silver,چ ا ن د ی   ک ے   ب ا ل و ں   و ا ل ی,19,Bonus
پیلے رنگ کے خاکستری,yellow-beige,of beige tinged with yellow,پ ی ل ے   ر ن گ   ک ے   خ ا ک س ت ر ی,19,Bonus
فرانسیسی بولنے والا,French-speaking,able to communicate in French,ف ر ا ن س ی س ی   ب و ل ن ے   و ا ل ا,19,Bonus
الکلائن سے محبت کرنا,alkaline-loving,thriving in a relatively alkaline environment; (especially of plants requiring a pH above 7),ا ل ک ل ا ئ ن   س ے   م ح ب ت   ک ر ن ا,20,Bonus
ایش سنہرے بالوں والی,ash-blonde,of hair color; whitish,ا ی ش   س ن ہ ر ے   ب ا ل و ں   و ا ل ی,20,Bonus
بات چیت کرنے کے قابل,communicable,readily communicated,ب ا ت   چ ی ت   ک ر ن ے   ک ے   ق ا ب ل,20,Bonus
آئس لینڈک بولنے والا,Icelandic-speaking,able to communicate in Icelandic,آ ئ س   ل ی ن ڈ ک   ب و ل ن ے   و ا ل ا,20,Bonus
ٹوٹا ہوا حمایت یافتہ,broken-backed,(of a ship) so weakened as to sag at each end,ٹ و ٹ ا   ہ و ا   ح م ا ی ت   ی ا ف ت ہ,20,Bonus
اچھی طرح سے مشورہ دیا,well-advised,having the benefit of careful prior consideration or counsel,ا چ ھ ی   ط ر ح   س ے   م ش و ر ہ   د ی ا,21,Bonus
یقین دہانی کر رہے ہیں,assuring,giving confidence,ی ق ی ن   د ہ ا ن ی   ک ر   ر ہ ے   ہ ی ں,21,Bonus
گھوبگھرالی بالوں والی,curly-haired,covered with curly hair,گ ھ و ب گ ھ ر ا ل ی   ب ا ل و ں   و ا ل ی,21,Bonus
نیلے رنگ کے بھوری رنگ,blue-grey,of grey tinged with blue,ن ی ل ے   ر ن گ   ک ے   ب ھ و ر ی   ر ن گ,21,Bonus
بادل سے ڈھکے ہوئے ہیں,cloud-covered,filled or abounding with clouds,ب ا د ل   س ے   ڈ ھ ک ے   ہ و ئ ے   ہ ی ں,21,Bonus
فننو-یوگرک بولنے والا,Finno-Ugric-speaking,able to communicate in a Finno-Ugric language,ف ن ن و - ی و گ ر ک   ب و ل ن ے   و ا ل ا,21,Bonus
دیئے گئےunacknowledged,given,acknowledged as a supposition,د ی ئ ے   گ ئ ے u n a c k n o w l e d g e d,22,Bonus
جانس کا سامنا کرنا پڑا,Janus-faced,having two faces--one looking to the future and one to the past,ج ا ن س   ک ا   س ا م ن ا   ک ر ن ا   پ ڑ ا,22,Bonus
